tick,t_sec,loop_dt_ms,infer_ms,history_valid,history_full,control_enabled,single_obs,raw_action,desired_abs,clipped_abs,cmd_sent_abs,cmd_minus_pos,cmd_delta,max_track_err,clamp_count,imu_fresh,motors_fresh,motor_pos_abs,motor_vel_abs,motor_torque
0,1.28e-07,0.000128,0.990251,10,1,1,"0,0.00106526,0,-0.00654112,0.0155763,-0.999857,0,0,0,0.0441092,-0.0260791,-0.0279969,0.0299157,-0.00513446,-0.00743568,-0.000620008,-0.023636,-0.0409089,-0.0422899,0.0353859,0.0466618,-0.0315552,0.0543823,0.050354,0.0772095,-0.0100708,0.0597534,0.0933228,-0.177921,0.063232,0.0318174,-0.0519549,0.058399,0,0,0,0,0,0,0,0,0,0,0,0","-0.129953,0.0205622,0.00236791,-0.170653,-0.272809,-0.135746,-0.088992,0.194721,0.765084,0.234062,-0.472154,-0.521789","0.337512,-0.364859,-0.369408,0.327337,0.0617978,0.0960636,-0.152248,-0.0813197,2.08587,1.86457,-1.96379,-1.98448","0.337512,-0.364859,-0.369408,0.327337,0.0617978,0.0960636,-0.152248,-0.0813197,2.08587,1.86457,-1.96379,-1.98448","0.37,-0.37,-0.37,0.37,0.13,0.13,-0.13,-0.13,1.76702,1.76702,-1.76702,-1.76702","-0.0441092,0.0260791,0.0279969,-0.0299157,0.00513446,0.00743568,0.000620008,0.0232526,0.0681951,0.0704973,-0.0589883,-0.0777853","0,0,0,0,0,0,0,0,0,0,0,0",0.0777853,0,1,1,"0.414109,-0.396079,-0.397997,0.399916,0.124866,0.122564,-0.13062,-0.153253,1.69882,1.69652,-1.70803,-1.68923","-0.0772095,0.0543823,0.050354,-0.0570679,-0.0100708,0.0597534,0.0933228,-0.0449829,0.105408,-0.138981,-0.0866089,0.0973511","-1.83372,1.07211,1.15512,-1.27756,0.165239,0.259144,0.0308685,0.950714,2.77639,2.85785,-2.45681,-3.17639"
1,0.0200699,20.0697,0.816122,10,1,1,"0.00106526,0.00106526,0,-0.00654112,0.0155763,-0.999857,0,0,0,0.0441092,-0.0260791,-0.0279969,0.0299157,-0.00513446,-0.00743568,-0.000620008,-0.0232526,-0.0409089,-0.0422899,0.0353859,0.0466618,-0.0490112,-0.0758667,0.118835,-0.0892944,-0.120178,0.0731812,-0.020813,-0.09198,-0.0366504,-0.0527604,-0.00120825,-0.00523577,-0.129953,0.0205622,0.00236791,-0.170653,-0.272809,-0.135746,-0.088992,0.194721,0.765084,0.234062,-0.472154,-0.521789","-0.105336,-0.00694186,-0.00712169,-0.142267,-0.323836,-0.153601,-0.0494561,0.184341,0.756717,0.21531,-0.444224,-0.484077","0.343666,-0.371735,-0.37178,0.334433,0.049041,0.0915997,-0.142364,-0.0839148,2.08238,1.85675,-1.95215,-1.96876","0.343666,-0.371735,-0.37178,0.334433,0.049041,0.0915997,-0.142364,-0.0839148,2.08238,1.85675,-1.95215,-1.96876","0.369471,-0.370035,-0.370036,0.369286,0.128375,0.129229,-0.130248,-0.129075,1.77335,1.76882,-1.77074,-1.77107","-0.0446377,0.0260442,0.0279612,-0.0306295,0.00350964,0.00666499,0.000371858,0.0241775,0.0745243,0.0722982,-0.0627038,-0.0818341","-0.000528514,-3.48389e-05,-3.5733e-05,-0.000713825,-0.00162482,-0.000770688,-0.000248149,0.000924915,0.00632918,0.00180089,-0.00371552,-0.00404882",0.0818341,0,1,1,"0.414109,-0.396079,-0.397997,0.399916,0.124866,0.122564,-0.13062,-0.153253,1.69882,1.69691,-1.70803,-1.68923","0.000671387,-0.0758667,0.118835,0.0302124,-0.120178,0.0731812,-0.020813,-0.00604248,-0.0610962,-0.0288696,-0.00201416,-0.00872803","-1.8358,1.06433,1.15305,-1.24176,0.196888,0.296497,0.0293121,0.960571,2.7821,2.88327,-2.44436,-3.17484"
2,0.0401407,20.0709,0.807386,10,1,1,"-0.00106526,-0,0,-0.00641776,0.0155206,-0.999859,0,0,0,0.0441092,-0.0260791,-0.0279969,0.0299157,-0.00513446,-0.00743568,-0.000620008,-0.0232526,-0.0404489,-0.0420599,0.0353859,0.0464318,-0.0691528,0.0530396,0.0960083,-0.0678101,0.00604248,-0.0490112,0.00738525,0.0731812,-0.00926328,0.0253733,-0.00201376,-0.0455109,-0.105336,-0.00694186,-0.00712169,-0.142267,-0.323836,-0.153601,-0.0494561,0.184341,0.756717,0.21531,-0.444224,-0.484077","-0.0781246,-0.0349342,-0.00249778,-0.13057,-0.313133,-0.138826,-0.0577715,0.144305,0.737793,0.197966,-0.440517,-0.487351","0.350469,-0.378734,-0.370624,0.337358,0.0517166,0.0952934,-0.144443,-0.0939238,2.0745,1.84952,-1.95061,-1.97012","0.350469,-0.378734,-0.370624,0.337358,0.0517166,0.0952934,-0.144443,-0.0939238,2.0745,1.84952,-1.95061,-1.97012","0.369216,-0.370351,-0.370025,0.36869,0.126858,0.128607,-0.13058,-0.128552,1.77936,1.77033,-1.77439,-1.77517","-0.0448932,0.0257285,0.0279718,-0.031226,0.00199212,0.00604254,4.02629e-05,0.0247007,0.0797706,0.0730413,-0.0663576,-0.0855546","-0.000255466,-0.000315726,1.06692e-05,-0.000596464,-0.00151752,-0.000622451,-0.000331596,0.00052321,0.00601304,0.00151086,-0.00365376,-0.0041039",0.0855546,0,1,1,"0.414109,-0.396079,-0.397997,0.399532,0.124866,0.122564,-0.13062,-0.153253,1.69959,1.69729,-1.70803,-1.68962","-0.0154419,0.0530396,0.0960083,-0.118835,0.00604248,-0.0490112,0.00738525,-0.000671387,-0.0154419,-0.0100708,-0.00335693,-0.0758667","-1.87782,1.04669,1.15357,-1.28171,0.158495,0.286121,-0.00596619,0.945526,2.931,2.91855,-2.53411,-3.30091"
3,0.0602102,20.0694,0.794748,10,1,1,"0.00106526,-0,0,-0.00635565,0.0154614,-0.99986,0,0,0,0.0437258,-0.0260791,-0.0279969,0.0299157,-0.00513446,-0.00743568,-0.00100338,-0.0228692,-0.0399884,-0.0420599,0.034926,0.0457413,-0.10675,-0.00201416,-0.109436,0.0396118,-0.0490112,0.0946655,-0.00872803,-0.0704956,0.00120825,-0.0294009,-0.0245678,-0.0946489,-0.0781246,-0.0349342,-0.00249778,-0.13057,-0.313133,-0.138826,-0.0577715,0.144305,0.737793,0.197966,-0.440517,-0.487351","-0.0949624,-0.0277696,0.0217854,-0.121901,-0.368672,-0.154378,-0.0136077,0.176233,0.727904,0.188176,-0.471625,-0.471402","0.346259,-0.376942,-0.364554,0.339525,0.037832,0.0914055,-0.133402,-0.0859417,2.07037,1.84544,-1.96357,-1.96348","0.346259,-0.376942,-0.364554,0.339525,0.037832,0.0914055,-0.133402,-0.0859417,2.07037,1.84544,-1.96357,-1.96348","0.368571,-0.370418,-0.369672,0.368165,0.124451,0.127676,-0.130205,-0.127347,1.78528,1.77174,-1.77885,-1.77885","-0.0455386,0.0256611,0.0283248,-0.0317506,-0.000414975,0.0051119,0.000798553,0.0259054,0.0849257,0.0748357,-0.0700558,-0.0880795","-0.000645429,-6.74427e-05,0.000352979,-0.00052461,-0.0024071,-0.000930637,0.000374913,0.00120462,0.00592279,0.00141001,-0.00446498,-0.00367594",0.0880795,0,1,1,"0.414109,-0.396079,-0.397997,0.399916,0.124866,0.122564,-0.131003,-0.153253,1.70036,1.69691,-1.7088,-1.69077","0.18195,-0.00201416,-0.109436,0.0396118,-0.0490112,0.0946655,-0.00872803,-0.120178,0.00201416,-0.0490112,-0.0409546,-0.15778","-1.86122,1.0607,1.14371,-1.31907,0.068224,0.232685,-0.00337219,1.01038,3.09339,2.95331,-2.63839,-3.44254"
4,0.0802759,20.0657,0.832665,10,1,1,"0.00532632,-0.00745685,-0.00639159,-0.00659561,0.0153272,-0.999861,0,0,0,0.0441092,-0.0260791,-0.0279969,0.0299157,-0.00551784,-0.00782001,-0.00100338,-0.0228692,-0.0381474,-0.0415994,0.0342354,0.0450508,0.0933228,-0.140324,-0.0302124,0.0261841,-0.215519,0.0302124,-0.0866089,0.0100708,0.064843,-0.0173183,-0.0890104,-0.0825663,-0.0949624,-0.0277696,0.0217854,-0.121901,-0.368672,-0.154378,-0.0136077,0.176233,0.727904,0.188176,-0.471625,-0.471402","-0.116362,-0.0143578,0.029383,-0.118817,-0.363719,-0.146627,0.00519088,0.167856,0.72024,0.201654,-0.499308,-0.488177","0.340909,-0.373589,-0.362654,0.340296,0.0390702,0.0933432,-0.128702,-0.0880361,2.06718,1.85106,-1.97511,-1.97047","0.340909,-0.373589,-0.362654,0.340296,0.0390702,0.0933432,-0.128702,-0.0880361,2.06718,1.85106,-1.97511,-1.97047","0.367665,-0.370288,-0.36941,0.367615,0.122701,0.127057,-0.129896,-0.126631,1.79112,1.77377,-1.78372,-1.78335","-0.0460611,0.0257909,0.0285866,-0.0319168,-0.00178162,0.00487736,0.00110756,0.0266213,0.0876873,0.0760925,-0.0737748,-0.0914316","-0.000905842,0.000129849,0.000261784,-0.000549614,-0.00175002,-0.000618875,0.000309005,0.000715941,0.00583053,0.00202453,-0.00487006,-0.00450325",0.0914316,0,1,1,"0.413726,-0.396079,-0.397997,0.399532,0.124482,0.12218,-0.131003,-0.153253,1.70343,1.69767,-1.70995,-1.69192","-0.143009,-0.140324,-0.0302124,-0.0355835,-0.215519,0.0302124,-0.0866089,-0.0396118,0.108093,-0.0288696,-0.14838,-0.137638","-1.90272,1.06693,1.16446,-1.28898,-0.0173798,0.232685,0.0101166,1.03372,3.19611,2.99274,-2.72607,-3.52348"
5,0.100344,20.0679,0.789884,10,1,1,"0.00958738,-0.0287621,-0.015979,-0.00739483,0.0153487,-0.999855,0,0,0,0.0437258,-0.0260791,-0.0279969,0.0291489,-0.00590122,-0.00858676,-0.00100338,-0.0228692,-0.0356165,-0.0411394,0.0326244,0.0436704,0.00604248,-0.0140991,0.132267,0.121521,-0.0664673,-0.0530396,-0.0933228,-0.0167847,0.155062,0.0302064,-0.0841773,-0.0245678,-0.116362,-0.0143578,0.029383,-0.118817,-0.363719,-0.146627,0.00519088,0.167856,0.72024,0.201654,-0.499308,-0.488177","-0.117261,-0.0182422,0.0381476,-0.107032,-0.390569,-0.168696,0.0289475,0.167961,0.698745,0.24427,-0.549257,-0.511499","0.340685,-0.374561,-0.360463,0.343242,0.0323578,0.087826,-0.122763,-0.0880097,2.05822,1.86882,-1.99592,-1.98019","0.340685,-0.374561,-0.360463,0.343242,0.0323578,0.087826,-0.122763,-0.0880097,2.05822,1.86882,-1.99592,-1.98019","0.367058,-0.370458,-0.369043,0.367315,0.120202,0.125768,-0.129274,-0.125787,1.79624,1.77723,-1.78999,-1.78841","-0.0466675,0.0256214,0.0289539,-0.0318339,-0.00389656,0.00435486,0.00172956,0.0270827,0.088593,0.0787944,-0.077354,-0.0941885","-0.000606358,-0.000169456,0.000367254,-0.000300467,-0.00249831,-0.00128925,0.000622004,0.000844762,0.00512481,0.00346863,-0.00626469,-0.00505805",0.0941885,0,1,1,"0.413726,-0.396079,-0.397997,0.399149,0.124099,0.121413,-0.131003,-0.152869,1.70765,1.69844,-1.71264,-1.69422","-0.0369263,-0.0140991,0.132267,0.14838,-0.0664673,-0.0530396,-0.0933228,0.0154419,0.258488,-0.0664673,-0.140324,-0.0409546","-1.9323,1.07263,1.18625,-1.3201,-0.0635548,0.233723,0.019455,1.069,3.16187,3.04721,-2.78366,-3.62983"
6,0.120412,20.0683,0.806427,10,1,1,"-0.0287621,-0.0479369,-0.0266316,-0.00852754,0.0159022,-0.999837,0,0,0,0.0433415,-0.0260791,-0.0283803,0.0287646,-0.00666893,-0.00973785,-0.000620008,-0.0228692,-0.0321639,-0.0406789,0.0287125,0.0420594,0.020813,0.0637817,-0.177921,-0.156437,-0.211491,-0.151066,0.000671387,-0.0664673,0.256557,0.0753168,-0.122841,-0.0140963,-0.117261,-0.0182422,0.0381476,-0.107032,-0.390569,-0.168696,0.0289475,0.167961,0.698745,0.24427,-0.549257,-0.511499","-0.121883,0.000568061,0.0786876,-0.0795693,-0.415647,-0.196114,0.0435158,0.177877,0.708048,0.306923,-0.577405,-0.54233","0.339529,-0.369858,-0.350328,0.350108,0.0260882,0.0809715,-0.119121,-0.0855308,2.0621,1.89493,-2.00765,-1.99304","0.339529,-0.369858,-0.350328,0.350108,0.0260882,0.0809715,-0.119121,-0.0855308,2.0621,1.89493,-2.00765,-1.99304","0.366331,-0.369983,-0.367631,0.367605,0.117488,0.124096,-0.12869,-0.124645,1.80255,1.78242,-1.796,-1.79423","-0.0466272,0.0260962,0.030749,-0.0311599,-0.0058433,0.00383423,0.00192997,0.0282238,0.0891483,0.0820625,-0.0768389,-0.0973279","-0.000727445,0.000474721,0.0014118,0.000289708,-0.00271445,-0.00167172,0.000583783,0.00114117,0.0063107,0.00518692,-0.00600612,-0.00582504",0.0973279,0,1,1,"0.412958,-0.396079,-0.39838,0.398765,0.123331,0.120262,-0.13062,-0.152869,1.7134,1.70036,-1.71916,-1.69691","-0.0315552,0.0637817,-0.177921,0.038269,-0.211491,-0.151066,0.000671387,-0.0275269,0.427681,0.0758667,-0.204777,-0.0234985","-1.86952,1.04929,1.23191,-1.36265,-0.101946,0.240986,0.0272369,1.08405,3.22153,3.11569,-2.83191,-3.79948"
7,0.140482,20.0697,0.794684,10,1,1,"-0.00958738,-0.0532632,-0.0330232,-0.0101763,0.0169165,-0.999805,0,0,0,0.0421914,-0.0260791,-0.029148,0.0287646,-0.0070523,-0.0116557,-0.00100338,-0.0224859,-0.0273315,-0.0390679,0.0245706,0.0409089,-0.0530396,0.0516968,0.0221558,0.153751,0.00872803,-0.122864,-0.132267,0.0476685,0.25253,0.118008,-0.315359,-0.068065,-0.121883,0.000568061,0.0786876,-0.0795693,-0.415647,-0.196114,0.0435158,0.177877,0.708048,0.306923,-0.577405,-0.54233","-0.115657,0.0185333,0.103055,-0.0704309,-0.435859,-0.235559,0.0931903,0.161926,0.697467,0.362721,-0.668225,-0.547051","0.341086,-0.365367,-0.344236,0.352392,0.0210353,0.0711103,-0.106702,-0.0895185,2.05769,1.91818,-2.0455,-1.995","0.341086,-0.365367,-0.344236,0.352392,0.0210353,0.0711103,-0.106702,-0.0895185,2.05769,1.91818,-2.0455,-1.995","0.365938,-0.369349,-0.366381,0.367526,0.114692,0.121727,-0.126727,-0.124313,1.80785,1.78826,-1.80614,-1.79905","-0.0462533,0.02673,0.0327673,-0.0312382,-0.00825524,0.00338276,0.00427626,0.0274051,0.0863953,0.0848275,-0.0800809,-0.100223","-0.000392854,0.000633806,0.00125059,-7.82907e-05,-0.00279532,-0.0023693,0.00196292,0.000332288,0.00530267,0.00583398,-0.0101466,-0.00481248",0.100223,0,1,1,"0.412191,-0.396079,-0.399148,0.398765,0.122948,0.118344,-0.131003,-0.151718,1.72146,1.70343,-1.72606,-1.69882","0.0664673,0.0516968,0.0221558,-0.00738525,0.00872803,-0.122864,-0.132267,0.110779,0.420967,0.141666,-0.525703,-0.113464","-1.92918,1.06848,1.26615,-1.28898,-0.226978,0.250843,0.0884571,1.0856,3.10428,3.12555,-2.65344,-3.81038"
8,0.160551,20.0688,0.796315,10,1,1,"0.0149137,-0.0809601,-0.036219,-0.0127925,0.0165388,-0.999781,0,0,0,0.0421914,-0.0264624,-0.029148,0.0283803,-0.0070523,-0.0131902,-0.00138676,-0.0213348,-0.0220391,-0.0369969,0.0192776,0.0388379,-0.00201416,0.0167847,0.0234985,-0.0476685,0.0543823,0.0731812,-0.0651245,-0.155094,0.213863,0.115592,-0.302471,-0.129286,-0.115657,0.0185333,0.103055,-0.0704309,-0.435859,-0.235559,0.0931903,0.161926,0.697467,0.362721,-0.668225,-0.547051","-0.121402,0.0500674,0.122756,-0.0431461,-0.425674,-0.260476,0.0946538,0.172506,0.728724,0.427468,-0.777601,-0.594067","0.33965,-0.357483,-0.339311,0.359213,0.0235814,0.0648811,-0.106337,-0.0868735,2.07072,1.94517,-2.09109,-2.0146","0.33965,-0.357483,-0.339311,0.359213,0.0235814,0.0648811,-0.106337,-0.0868735,2.07072,1.94517,-2.09109,-2.0146","0.365127,-0.36799,-0.365073,0.368268,0.112914,0.119545,-0.126201,-0.123076,1.81578,1.79562,-1.81905,-1.80677","-0.0470642,0.028472,0.0340751,-0.0297287,-0.0100332,0.00273527,0.00518595,0.027491,0.0854976,0.0883577,-0.0841646,-0.104491","-0.000810862,0.00135869,0.00130779,0.00074178,-0.00177801,-0.00218195,0.000526309,0.00123706,0.0079248,0.00736582,-0.0129071,-0.00772119",0.104491,0,1,1,"0.412191,-0.396462,-0.399148,0.397997,0.122948,0.11681,-0.131387,-0.150567,1.73028,1.70726,-1.73488,-1.70228","-0.0476685,0.0167847,0.0234985,0.151066,0.0543823,0.0731812,-0.0651245,0.00335693,0.35651,0.24506,-0.504219,-0.215519","-1.92918,1.13281,1.32841,-1.2537,-0.367575,0.241505,0.18236,1.08405,3.03061,3.17691,-2.70999,-3.83632"
9,0.180622,20.0716,0.788924,10,1,1,"-0.00852212,-0.076699,-0.0287621,-0.0157801,0.0166458,-0.999737,0,0,0,0.041808,-0.0264624,-0.029148,0.0276135,-0.0070523,-0.0147246,-0.00215447,-0.0198003,-0.0169761,-0.0342354,0.0132941,0.0353859,-0.0234985,-0.00469971,-0.0516968,-0.19672,0.0355835,-0.0476685,-0.141666,0.128239,0.217085,0.176005,-0.335497,-0.167144,-0.121402,0.0500674,0.122756,-0.0431461,-0.425674,-0.260476,0.0946538,0.172506,0.728724,0.427468,-0.777601,-0.594067","-0.114578,0.0488255,0.144454,-0.0155009,-0.449493,-0.259081,0.122194,0.178952,0.756941,0.449619,-0.798741,-0.595177","0.341355,-0.357794,-0.333886,0.366125,0.0176267,0.0652298,-0.0994516,-0.0852621,2.08247,1.9544,-2.0999,-2.01506","0.341355,-0.357794,-0.333886,0.366125,0.0176267,0.0652298,-0.0994516,-0.0852621,2.08247,1.9544,-2.0999,-2.01506","0.364826,-0.367795,-0.363477,0.3693,0.109703,0.118301,-0.124482,-0.121919,1.824,1.80086,-1.82714,-1.81182","-0.0465975,0.0286672,0.0356709,-0.0283135,-0.0132448,0.00302569,0.00767219,0.027881,0.0852772,0.0878453,-0.0822859,-0.10379","-0.000301063,0.000195146,0.00159577,0.00103185,-0.00321154,-0.00124405,0.00171854,0.00115668,0.0082196,0.00524306,-0.00809574,-0.00505292",0.10379,0,1,1,"0.411424,-0.396462,-0.399148,0.397614,0.122948,0.115275,-0.132154,-0.1498,1.73872,1.71302,-1.74486,-1.70803","-0.038269,-0.00469971,-0.0516968,0.124207,0.0355835,-0.0476685,-0.141666,-0.09198,0.361881,0.227604,-0.559273,-0.278629","-1.91984,1.1546,1.40207,-1.28067,-0.446434,0.206226,0.256031,1.12659,2.95486,3.25629,-2.75512,-3.87471"
